# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 310         3.596       51.442      8.00        Vlissingen  
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
STN,YYYYMMDD,FG,TG,RH
  310,20160205,   80,   89,   -1
  310,20160206,  106,   94,    0
  310,20160207,  121,   80,   37
  310,20160208,  175,   86,   76
  310,20160209,   87,   57,  115
  310,20160210,   74,   63,   33
  310,20160211,   50,   56,    0
  310,20160212,   57,   42,    0
  310,20160213,   59,   30,    7
  310,20160214,   61,   36,   15
  310,20160215,   58,   44,   15
  310,20160216,   35,   33,    0
  310,20160217,   53,   18,    0
  310,20160218,   57,   18,   32
  310,20160219,   64,   53,    4
  310,20160220,  143,   82,   35
  310,20160221,  157,  102,    0
  310,20160222,   73,   71,   87
  310,20160223,   42,   58,   10
  310,20160224,   24,   45,    8
  310,20160225,   26,   37,    5
  310,20160226,   40,   42,    0
  310,20160227,   63,   33,    0
  310,20160228,   75,   36,    0
  310,20160229,   45,   35,    0
  310,20160301,   92,   51,   47
  310,20160302,  111,   60,   86
  310,20160303,   52,   49,   60
  310,20160304,   64,   47,   83
  310,20160305,   35,   42,   12
  310,20160306,   55,   43,   70
  310,20160307,   27,   31,   35
  310,20160308,   45,   51,    8
  310,20160309,  100,   63,   -1
  310,20160310,   37,   53,    0
  310,20160311,   42,   54,    0
  310,20160312,   33,   46,    0
  310,20160313,   60,   47,    0
  310,20160314,   71,   43,    0
  310,20160315,   48,   59,    0
  310,20160316,   72,   55,    0
  310,20160317,   53,   58,    0
  310,20160318,   41,   56,   -1
  310,20160319,   57,   63,    0
  310,20160320,   40,   67,    2
  310,20160321,   39,   72,    2
  310,20160322,   43,   74,    0
  310,20160323,   43,   80,    2
  310,20160324,   63,   77,   17
  310,20160325,   63,   77,   91
  310,20160326,  103,   92,   33
  310,20160327,   97,   87,   93
  310,20160328,  152,   91,   36
  310,20160329,  100,   83,   46
  310,20160330,   63,   85,    0
  310,20160331,   41,   81,   19
  310,20160401,   33,   81,    0
  310,20160402,   47,   95,    4
  310,20160403,   45,  137,    4
  310,20160404,   50,  115,   13
  310,20160405,   56,   99,   -1
  310,20160406,  100,   90,   18
  310,20160407,   84,   78,   -1
  310,20160408,   30,   83,    0
  310,20160409,   67,   91,   42
  310,20160410,   55,  103,    0
  310,20160411,   72,  125,    5
  310,20160412,   50,  112,   31
  310,20160413,   34,  103,    0
  310,20160414,   30,  116,   45
  310,20160415,   61,  103,  106
  310,20160416,   80,   80,    2
  310,20160417,   43,   71,   10
  310,20160418,   77,   89,    0
  310,20160419,   53,   98,    0
  310,20160420,   57,   94,    0
  310,20160421,   60,  114,    0
  310,20160422,   66,   97,   -1
  310,20160423,   62,   72,   16
  310,20160424,   63,   59,   30
  310,20160425,   68,   65,   40
  310,20160426,  102,   62,   48
  310,20160427,   71,   67,   32
  310,20160428,   51,   67,    9
  310,20160429,   95,   85,   34
  310,20160430,   43,   81,    0
  310,20160501,   28,   92,    0
  310,20160502,   63,  110,   40
  310,20160503,   49,  103,   -1
  310,20160504,   38,  119,    0
  310,20160505,   53,  140,    0
  310,20160506,   47,  158,    0
  310,20160507,   36,  182,   -1
  310,20160508,   63,  191,    0
  310,20160509,   58,  183,    2
  310,20160510,   54,  160,   40
  310,20160511,   45,  177,    0
  310,20160512,   49,  185,    0
  310,20160513,   78,  149,    1
  310,20160514,   71,   93,    2
  310,20160515,   48,   97,   -1
  310,20160516,   29,  110,    0
  310,20160517,   55,  128,    0
  310,20160518,   54,  133,    2
  310,20160519,   46,  129,   -1
  310,20160520,   72,  141,   11
  310,20160521,   75,  172,    1
  310,20160522,   40,  139,  162
  310,20160523,   54,  120,   28
  310,20160524,   57,  115,    0
  310,20160525,   27,  113,   19
  310,20160526,   39,  138,    0
  310,20160527,   52,  167,    0
  310,20160528,   46,  158,    0
  310,20160529,   55,  160,   21
  310,20160530,   95,  130,  123
  310,20160531,   53,  162,   -1
  310,20160601,   64,  140,    4
  310,20160602,   91,  123,   31
  310,20160603,   44,  129,   16
  310,20160604,   38,  136,    0
  310,20160605,   44,  167,   22
  310,20160606,   43,  182,   -1
  310,20160607,   41,  203,    0
  310,20160608,   50,  164,    0
  310,20160609,   41,  149,    0
  310,20160610,   27,  161,    0
  310,20160611,   26,  168,   53
  310,20160612,   35,  165,   41
  310,20160613,   79,  157,   10
  310,20160614,   69,  155,   36
  310,20160615,   41,  153,   15
  310,20160616,   26,  157,   31
  310,20160617,   25,  152,  149
  310,20160618,   55,  139,   48
  310,20160619,   33,  156,    0
  310,20160620,   92,  160,  158
  310,20160621,   46,  167,    3
  310,20160622,   42,  194,   15
  310,20160623,   34,  208,   89
  310,20160624,   65,  176,    1
  310,20160625,   57,  159,    9
  310,20160626,   72,  156,    4
  310,20160627,   58,  161,   40
  310,20160628,   38,  168,   55
  310,20160629,   92,  162,   25
  310,20160630,   80,  167,   24
  310,20160701,   95,  167,   11
  310,20160702,  107,  153,   26
  310,20160703,   58,  160,   -1
  310,20160704,   35,  172,    0
  310,20160705,   72,  162,    2
  310,20160706,   29,  168,    0
  310,20160707,   35,  177,   -1
  310,20160708,   80,  178,   -1
  310,20160709,   58,  189,    0
  310,20160710,   68,  195,    0
  310,20160711,  112,  181,    0
  310,20160712,   71,  166,  101
  310,20160713,   48,  155,  269
  310,20160714,   47,  159,    3
  310,20160715,   62,  174,    0
  310,20160716,   65,  190,    0
  310,20160717,   49,  200,    0
  310,20160718,   34,  212,    0
  310,20160719,   40,  244,    0
  310,20160720,   63,  229,    0
  310,20160721,   48,  195,    0
  310,20160722,   40,  194,    0
  310,20160723,   39,  189,    0
  310,20160724,   44,  195,    0
  310,20160725,   57,  190,   15
  310,20160726,   43,  186,    0
  310,20160727,   68,  180,    1
  310,20160728,   66,  186,   49
  310,20160729,   85,  187,    9
  310,20160730,   54,  182,    1
  310,20160731,   45,  180,    0
  310,20160801,   49,  172,  136
  310,20160802,   88,  173,  115
  310,20160803,  103,  187,   15
  310,20160804,   96,  177,   -1
  310,20160805,   53,  181,    0
  310,20160806,   48,  182,    0
  310,20160807,   89,  192,    0
  310,20160808,   79,  177,    0
  310,20160809,   47,  162,   61
  310,20160810,   41,  143,   49
  310,20160811,   85,  160,   98
  310,20160812,   69,  191,    0
  310,20160813,   69,  183,    0
  310,20160814,   39,  183,    0
  310,20160815,   44,  177,    0
  310,20160816,   55,  179,    0
  310,20160817,   50,  194,    0
  310,20160818,   37,  191,    0
  310,20160819,   45,  191,   31
  310,20160820,   91,  185,    0
  310,20160821,  110,  175,  111
  310,20160822,   80,  188,   32
  310,20160823,   41,  213,    0
  310,20160824,   50,  240,    0
  310,20160825,   31,  245,    0
  310,20160826,   35,  213,    0
  310,20160827,   55,  228,    0
  310,20160828,   86,  202,   12
  310,20160829,   39,  184,    6
  310,20160830,   25,  191,    0
  310,20160831,   40,  198,    0
  310,20160901,   46,  189,    0
  310,20160902,   64,  175,   14
  310,20160903,   63,  187,    1
  310,20160904,  106,  192,    2
  310,20160905,   33,  194,    0
  310,20160906,   30,  204,    0
  310,20160907,   30,  219,    0
  310,20160908,   61,  202,    0
  310,20160909,   35,  191,    0
  310,20160910,   46,  207,    0
  310,20160911,   43,  200,   20
  310,20160912,   34,  231,    0
  310,20160913,   51,  247,    0
  310,20160914,   43,  229,    0
  310,20160915,   47,  213,   12
  310,20160916,   73,  178,  262
  310,20160917,   44,  178,   16
  310,20160918,   43,  186,   -1
  310,20160919,   25,  175,    1
  310,20160920,   24,  177,    1
  310,20160921,   23,  179,    0
  310,20160922,   39,  180,    0
  310,20160923,   39,  169,   25
  310,20160924,   66,  188,    0
  310,20160925,   86,  172,   -1
  310,20160926,   40,  155,    0
  310,20160927,   55,  174,   -1
  310,20160928,   90,  186,    1
  310,20160929,   97,  166,    8
  310,20160930,   61,  157,   -1
  310,20161001,   71,  147,    1
  310,20161002,   67,  135,   93
  310,20161003,   48,  151,   40
  310,20161004,   63,  137,    0
  310,20161005,   71,  115,    0
  310,20161006,   58,  107,    0
  310,20161007,   45,  123,    0
  310,20161008,   34,  125,    0
  310,20161009,   27,  117,   11
  310,20161010,   25,  109,    3
  310,20161011,   28,  105,    0
  310,20161012,   56,  102,    0
  310,20161013,   85,  102,    0
  310,20161014,   55,  107,   60
  310,20161015,   67,  131,   59
  310,20161016,   55,  146,  207
  310,20161017,   57,  137,   28
  310,20161018,   90,  122,   30
  310,20161019,   66,  113,   75
  310,20161020,   38,  116,   61
  310,20161021,   27,  104,    9
  310,20161022,   29,   97,   53
  310,20161023,   43,   77,    0
  310,20161024,   36,   91,    0
  310,20161025,   24,  111,    0
  310,20161026,   41,  110,    0
  310,20161027,   60,  120,    0
  310,20161028,   63,  133,    0
  310,20161029,   26,  134,    0
  310,20161030,   19,  120,    0
  310,20161031,   20,  118,    0
  310,20161101,   34,  118,    3
  310,20161102,   53,   97,   65
  310,20161103,   54,   95,   28
  310,20161104,   74,   82,   53
  310,20161105,   57,   89,   36
  310,20161106,   81,   82,  178
  310,20161107,   37,   62,    3
  310,20161108,   56,   51,    3
  310,20161109,   63,   58,  118
  310,20161110,   65,   84,  117
  310,20161111,   43,   53,    8
  310,20161112,   70,   46,    7
  310,20161113,   35,   61,    6
  310,20161114,   58,   68,   20
  310,20161115,   64,  110,   46
  310,20161116,   98,  116,  215
  310,20161117,   98,  100,  127
  310,20161118,   98,   64,   35
  310,20161119,   97,   64,    2
  310,20161120,  127,   93,   52
  310,20161121,   84,  116,   32
  310,20161122,   98,  107,    0
  310,20161123,   48,   89,   37
  310,20161124,   98,   78,    0
  310,20161125,   77,   50,    0
  310,20161126,   28,   39,    0
  310,20161127,   33,   74,    4
  310,20161128,   60,   31,    0
  310,20161129,   33,   15,    0
  310,20161130,   53,   41,    0
  310,20161201,   48,   79,    0
  310,20161202,   33,   83,    6
  310,20161203,   36,   41,    0
  310,20161204,   54,   24,    0
  310,20161205,   28,   40,    0
  310,20161206,   41,   56,    0
  310,20161207,   69,   70,    0
  310,20161208,   80,   77,    0
  310,20161209,   60,   85,    2
  310,20161210,   70,   80,   13
  310,20161211,   66,   83,   17
  310,20161212,   53,   59,    5
  310,20161213,   57,   67,   18
  310,20161214,   37,   74,    0
  310,20161215,   58,   66,    0
  310,20161216,   41,   69,    0
  310,20161217,   30,   67,   -1
  310,20161218,   37,   74,    0
  310,20161219,   35,   63,    0
  310,20161220,   38,   30,    0
  310,20161221,   89,   51,   69
  310,20161222,   53,   63,   27
  310,20161223,   97,   64,    5
  310,20161224,  108,   81,    1
  310,20161225,  124,  102,    2
  310,20161226,   88,   84,   15
  310,20161227,   41,   64,    0
  310,20161228,   37,   22,    0
  310,20161229,   34,   -2,    0
  310,20161230,   45,    8,    0
  310,20161231,   58,   15,    0
  310,20170101,   69,    2,   29
  310,20170102,   36,   48,   28
  310,20170103,   84,   55,    0
  310,20170104,   74,   62,   22
  310,20170105,   41,   37,    2
  310,20170106,   58,    1,   -1
  310,20170107,   57,   26,   15
  310,20170108,   23,   66,   21
  310,20170109,   73,   60,   81
  310,20170110,   48,   61,    2
  310,20170111,  102,   74,    1
  310,20170112,   85,   54,  259
  310,20170113,  104,   42,  129
  310,20170114,   73,   33,   72
  310,20170115,   28,   27,   40
  310,20170116,   27,   19,    2
  310,20170117,   35,  -15,    0
  310,20170118,   31,  -21,   -1
  310,20170119,   39,   -2,    0
  310,20170120,   46,    9,    0
  310,20170121,   40,   16,    0
  310,20170122,   19,    9,    0
  310,20170123,   40,   13,    0
  310,20170124,   28,   -2,    0
  310,20170125,   46,    0,    0
  310,20170126,   59,   -9,    0
  310,20170127,   64,   24,    0
  310,20170128,   72,   61,    0
  310,20170129,   84,   46,   68
  310,20170130,   57,   58,   27
  310,20170131,   54,   33,    0
  310,20170201,   69,   52,   25
  310,20170202,   79,   82,    2
  310,20170203,   74,   75,    3
  310,20170204,   47,   53,   20
  310,20170205,   49,   53,   -1
  310,20170206,   25,   51,    0
  310,20170207,   40,   49,   29
  310,20170208,   43,   20,    0
  310,20170209,   50,    3,   -1
  310,20170210,   45,  -10,    7
  310,20170211,   41,    1,   11
  310,20170212,   59,   28,   -1
  310,20170213,   82,   41,    0
  310,20170214,   71,   55,    0
  310,20170215,   50,   71,   17
  310,20170216,   62,   60,    0
  310,20170217,   44,   62,    3
  310,20170218,   35,   58,    0
  310,20170219,   67,   55,    0
  310,20170220,   84,   77,   22
  310,20170221,   85,   81,    1
  310,20170222,  160,   89,   20
  310,20170223,  162,   82,   34
  310,20170224,   50,   57,    2
  310,20170225,   94,   63,   -1
  310,20170226,   93,   86,    2
  310,20170227,  118,   77,   77
  310,20170228,  104,   44,  113
  310,20170301,   70,   69,   45
  310,20170302,  126,   69,    4
  310,20170303,   67,   68,    9
  310,20170304,   62,   77,    9
  310,20170305,   96,   64,   49
  310,20170306,   53,   66,   80
  310,20170307,   44,   66,   -1
  310,20170308,   80,   73,  101
  310,20170309,   61,   82,    3
  310,20170310,   38,   69,    0
  310,20170311,   37,   84,    0
  310,20170312,   31,   87,    0
  310,20170313,   42,   79,    0
  310,20170314,   51,   77,    0
  310,20170315,   27,  101,    0
  310,20170316,   34,  101,    0
  310,20170317,   83,   85,   39
  310,20170318,  111,   95,   23
  310,20170319,  122,  105,    0
  310,20170320,  115,  101,   49
  310,20170321,   82,   80,    0
  310,20170322,   70,   81,    0
  310,20170323,   70,   92,    0
  310,20170324,   73,   91,    0
  310,20170325,   85,   94,    0
  310,20170326,   61,   91,    0
  310,20170327,   39,  109,    0
  310,20170328,   44,  110,    0
  310,20170329,   75,  115,   -1
  310,20170330,   65,  140,    0
  310,20170331,   65,  121,    5
  310,20170401,   31,  107,    2
  310,20170402,   33,  103,    0
  310,20170403,   23,   93,    0
  310,20170404,   38,   94,    0
  310,20170405,   51,   92,    0
  310,20170406,   37,   88,   -1
  310,20170407,   40,   92,    0
  310,20170408,   21,   99,    0
  310,20170409,   31,  138,    0
  310,20170410,   49,   99,    0
  310,20170411,   49,   98,    0
  310,20170412,   91,   99,    2
  310,20170413,   52,   94,    0
  310,20170414,   53,  106,   -1
  310,20170415,   73,  107,   11
  310,20170416,   58,   96,    5
  310,20170417,   62,   83,   18
  310,20170418,   45,   69,   53
  310,20170419,   42,   62,    0
  310,20170420,   37,   85,    0
  310,20170421,   57,  110,    0
  310,20170422,   44,   89,    4
  310,20170423,   35,   88,    0
  310,20170424,   72,   99,   23
  310,20170425,   64,   71,    2
  310,20170426,   45,   71,    6
  310,20170427,   50,   73,   31
  310,20170428,   43,   86,   68
  310,20170429,   44,  107,    0
  310,20170430,   95,  132,    0
  310,20170501,   65,  110,    4
  310,20170502,   33,  103,   15
  310,20170503,   42,  104,   85
  310,20170504,   61,  119,    8
  310,20170505,   55,   99,    0
  310,20170506,   61,  126,    0
  310,20170507,   57,  104,   -1
  310,20170508,   65,   97,    3
  310,20170509,   37,   95,    0
  310,20170510,   37,  107,    0
  310,20170511,   44,  143,    1
  310,20170512,   50,  146,   58
  310,20170513,   46,  134,   31
  310,20170514,   64,  139,    0
  310,20170515,   49,  149,   -1
  310,20170516,   48,  175,   -1
  310,20170517,   52,  192,    3
  310,20170518,   48,  147,   24
  310,20170519,   81,  124,    7
  310,20170520,   46,  129,   11
  310,20170521,   31,  154,    0
  310,20170522,   30,  181,    0
  310,20170523,   48,  159,    0
  310,20170524,   46,  161,    0
  310,20170525,   38,  176,    0
  310,20170526,   65,  203,    0
  310,20170527,   65,  198,   -1
  310,20170528,   33,  188,   -1
  310,20170529,   50,  199,    2
  310,20170530,   80,  167,    0
  310,20170531,   43,  166,    0
  310,20170601,   33,  185,    0
  310,20170602,   29,  210,    0
  310,20170603,   54,  178,   12
  310,20170604,   64,  163,    0
  310,20170605,   57,  175,    6
  310,20170606,  146,  147,   88
  310,20170607,  147,  150,    1
  310,20170608,   65,  174,    2
  310,20170609,   88,  166,   32
  310,20170610,   46,  179,    0
  310,20170611,   61,  192,    0
  310,20170612,  107,  162,    0
  310,20170613,   39,  171,    0
  310,20170614,   37,  197,    0
  310,20170615,   80,  195,    0
  310,20170616,   63,  174,    0
  310,20170617,   39,  199,    0
  310,20170618,   30,  217,    0
  310,20170619,   36,  240,    0
  310,20170620,   49,  239,    0
  310,20170621,   46,  235,    0
  310,20170622,   78,  217,    1
  310,20170623,   95,  186,    0
  310,20170624,   99,  173,   31
  310,20170625,  105,  183,    3
  310,20170626,   44,  175,    0
  310,20170627,   55,  182,   -1
  310,20170628,   67,  181,    1
  310,20170629,   52,  175,    2
  310,20170630,   43,  177,   33
  310,20170701,   61,  167,  131
  310,20170702,   49,  167,   10
  310,20170703,   76,  177,   -1
  310,20170704,   28,  192,    0
  310,20170705,   38,  200,    0
  310,20170706,   54,  208,   43
  310,20170707,   48,  207,    0
  310,20170708,   42,  190,    0
  310,20170709,   30,  198,    0
  310,20170710,   54,  196,   -1
  310,20170711,   67,  177,   29
  310,20170712,   70,  167,  348
  310,20170713,   25,  173,    0
  310,20170714,   53,  172,   -1
  310,20170715,   47,  180,    1
  310,20170716,   56,  194,   14
  310,20170717,   39,  197,   31
  310,20170718,   55,  217,    0
  310,20170719,   59,  225,    1
  310,20170720,   75,  193,   62
  310,20170721,   59,  191,    0
  310,20170722,   49,  186,    2
  310,20170723,   80,  169,  154
  310,20170724,   50,  165,  241
  310,20170725,   58,  175,   -1
  310,20170726,   53,  191,   -1
